movement_id,employee_id,movement_date,movement_type,old_department,new_department,old_sub_department,new_sub_department,old_job_level,new_job_level,old_manager_id,new_manager_id,old_location,new_location,country,business_unit,segment
MOV00000641,2021,2023-02-15,Transfer,Visual Merchandising,Customer Experience,Merchandising,CX Design,IC1,IC1,245,1716,STORE-AR-008,SITE-AR-001,AR,Customer,customer
MOV00000642,2053,2023-02-15,Transfer,Planning,Sales,Demand Planning,Floor Sales,IC1,IC1,1674,2501,DC-BR-002,STORE-BR-024,BR,Retail,retail_ops
MOV00000643,2141,2023-02-15,Transfer,Store Operations,Planning,Security,Supply Planning,IC1,IC1,1991,2496,STORE-AR-005,DC-AR-001,AR,Supply Chain,supply
MOV00000644,2429,2023-02-15,Transfer,Regional Operations,Regional Operations,Region North,Region South,IC1,IC1,1973,174,STORE-BR-024,STORE-BR-009,BR,Retail,retail_ops
MOV00000645,10,2023-02-15,Lateral Move,Procurement,Procurement,Sourcing,Supplier Management,M4,M4,309,2175,DC-BR-003,DC-BR-002,BR,Supply Chain,supply
MOV00000646,264,2023-02-15,Lateral Move,Regional Operations,Planning,Region South,Supply Planning,M2,M2,1528,833,STORE-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000647,541,2023-02-15,Lateral Move,Logistics,Visual Merchandising,Reverse Logistics,Store Design,M1,M1,1461,2326,DC-CL-001,STORE-CL-003,CL,Retail,retail_ops
MOV00000648,1248,2023-02-15,Lateral Move,Regional Operations,Sales,Region North,Floor Sales,IC1,IC1,251,85,STORE-BR-023,STORE-BR-005,BR,Retail,retail_ops
MOV00000649,1417,2023-02-15,Lateral Move,Regional Operations,Customer Operations,Region South,Order Support,IC2,IC2,1982,2535,STORE-MX-004,SITE-MX-001,MX,Customer,customer
MOV00000650,2145,2023-02-15,Lateral Move,Sales,Sales,Floor Sales,Floor Sales,IC1,IC1,1895,2156,STORE-AR-006,STORE-AR-010,AR,Retail,retail_ops
MOV00000651,2272,2023-02-15,Lateral Move,Customer Experience,Distribution Centers,CX Design,Outbound,IC1,IC1,1985,109,SITE-BR-004,DC-BR-006,BR,Supply Chain,supply
MOV00000652,2401,2023-02-15,Lateral Move,Marketplace Technology,Customer Service,Integrations,Contact Center,IC4,IC4,2108,1927,HQ-BR-001,SITE-BR-001,BR,Customer,customer
MOV00000653,2416,2023-02-15,Lateral Move,Planning,Sales,Demand Planning,Key Accounts,IC1,IC1,452,2291,DC-AR-001,STORE-AR-005,AR,Retail,retail_ops
MOV00000654,2586,2023-02-15,Lateral Move,Legal,Procurement,Labor Legal,Contracts,M3,M3,2022,692,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000655,1856,2023-03-15,Promotion,Sales,Sales,Floor Sales,Floor Sales,IC1,IC2,998,2121,STORE-AR-008,STORE-AR-008,AR,Retail,retail_ops
MOV00000656,2167,2023-03-15,Promotion,Store Operations,Store Operations,Store Management,Store Management,IC1,IC2,898,2105,STORE-AR-002,STORE-AR-002,AR,Retail,retail_ops
MOV00000657,1745,2023-03-15,Promotion,Regional Operations,Regional Operations,Region Southeast,Region Southeast,M1,M2,264,2596,STORE-BR-034,STORE-BR-034,BR,Retail,retail_ops
MOV00000658,1629,2023-03-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,IC3,IC4,1018,2131,STORE-BR-017,STORE-BR-017,BR,Retail,retail_ops
MOV00000659,859,2023-03-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,M1,M2,65,872,STORE-BR-019,STORE-BR-019,BR,Retail,retail_ops
MOV00000660,160,2023-03-15,Promotion,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC3,M1,1018,1426,STORE-BR-035,STORE-BR-035,BR,Retail,retail_ops
MOV00000661,2117,2023-03-15,Promotion,Regional Operations,Regional Operations,Region South,Region South,IC1,IC2,2011,2085,STORE-AR-009,STORE-AR-009,AR,Retail,retail_ops
MOV00000662,21,2023-03-15,Promotion,Sales,Sales,Floor Sales,Floor Sales,IC2,IC3,1268,1268,STORE-BR-008,STORE-BR-008,BR,Retail,retail_ops
MOV00000663,1031,2023-03-15,Promotion,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC2,IC3,365,1314,STORE-AR-009,STORE-AR-009,AR,Retail,retail_ops
MOV00000664,1148,2023-03-15,Promotion,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC3,M1,1018,1642,STORE-BR-028,STORE-BR-028,BR,Retail,retail_ops
MOV00000665,2072,2023-03-15,Promotion,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC1,IC2,1908,2565,STORE-BR-010,STORE-BR-010,BR,Retail,retail_ops
MOV00000666,2085,2023-03-15,Promotion,Regional Operations,Regional Operations,Region Southeast,Region Southeast,IC3,M1,2541,2541,STORE-AR-007,STORE-AR-007,AR,Retail,retail_ops
MOV00000667,1666,2023-03-15,Promotion,Regional Operations,Regional Operations,Region North,Region North,IC2,IC3,518,1390,STORE-BR-019,STORE-BR-019,BR,Retail,retail_ops
MOV00000668,272,2023-03-15,Promotion,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC1,IC2,1926,2594,STORE-BR-003,STORE-BR-003,BR,Retail,retail_ops
MOV00000669,1322,2023-03-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,IC3,M1,1018,65,STORE-BR-024,STORE-BR-024,BR,Retail,retail_ops
MOV00000670,1281,2023-03-15,Promotion,Store Operations,Store Operations,Cashier,Cashier,IC1,IC2,395,2498,STORE-BR-015,STORE-BR-015,BR,Retail,retail_ops
MOV00000671,2113,2023-03-15,Promotion,Store Operations,Store Operations,Store Management,Store Management,IC3,M1,1152,1564,STORE-BR-025,STORE-BR-025,BR,Retail,retail_ops
MOV00000672,1027,2023-03-15,Promotion,Store Operations,Store Operations,Store Management,Store Management,IC3,M1,1152,1837,STORE-BR-005,STORE-BR-005,BR,Retail,retail_ops
MOV00000673,207,2023-03-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC1,IC2,1670,1389,STORE-BR-043,STORE-BR-043,BR,Retail,retail_ops
MOV00000674,2190,2023-03-15,Promotion,Store Operations,Store Operations,Store Management,Store Management,IC2,IC3,2105,977,STORE-AR-002,STORE-AR-002,AR,Retail,retail_ops
MOV00000675,2188,2023-03-15,Promotion,Store Operations,Store Operations,Cashier,Cashier,IC1,IC2,925,961,STORE-BR-012,STORE-BR-012,BR,Retail,retail_ops
MOV00000676,2123,2023-03-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC1,IC2,2092,1031,STORE-AR-007,STORE-AR-007,AR,Retail,retail_ops
MOV00000677,1238,2023-03-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC2,IC3,273,2381,STORE-BR-008,STORE-BR-008,BR,Retail,retail_ops
MOV00000678,1488,2023-03-15,Promotion,Procurement,Procurement,Sourcing,Sourcing,IC2,IC3,1474,1518,DC-BR-006,DC-BR-006,BR,Supply Chain,supply
MOV00000679,1612,2023-03-15,Promotion,Procurement,Procurement,Sourcing,Sourcing,IC1,IC2,1500,2473,DC-BR-006,DC-BR-006,BR,Supply Chain,supply
MOV00000680,1237,2023-03-15,Promotion,Logistics,Logistics,Last Mile,Last Mile,M2,M3,744,10,DC-BR-001,DC-BR-001,BR,Supply Chain,supply
MOV00000681,763,2023-03-15,Promotion,Legal,Legal,Compliance,Compliance,IC4,IC5,748,699,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000682,2008,2023-03-15,Promotion,People,People,HR Business Partner,HR Business Partner,IC1,IC2,1514,1999,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000683,73,2023-03-15,Promotion,Strategy,Strategy,Corporate Strategy,Corporate Strategy,IC3,IC4,1476,2435,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000684,652,2023-03-15,Promotion,Finance,Finance,Controlling,Controlling,IC2,IC3,576,2420,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000685,986,2023-03-15,Promotion,Data & Analytics,Data & Analytics,Business Intelligence,Business Intelligence,IC2,IC3,735,227,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000686,1818,2023-03-15,Promotion,Risk,Risk,Internal Audit,Internal Audit,IC3,IC4,1199,2211,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000687,1788,2023-03-15,Promotion,Marketing,Marketing,Performance,Performance,IC1,IC2,1503,1907,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000688,76,2023-03-15,Promotion,People,People,People Analytics,People Analytics,IC1,IC2,156,2412,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000689,1387,2023-03-15,Promotion,Data & Analytics,Data & Analytics,Data Governance,Data Governance,IC3,IC4,1379,416,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000690,1514,2023-03-15,Promotion,People,People,Compensation & Benefits,Compensation & Benefits,IC2,IC3,1431,1538,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000691,929,2023-03-15,Promotion,Engineering,Engineering,Frontend,Frontend,M1,M2,210,210,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000692,794,2023-03-15,Promotion,Product,Product,Product Management,Product Management,IC3,IC4,1274,570,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000693,2106,2023-03-15,Promotion,Data,Data,Data Science,Data Science,IC4,IC5,1535,1535,HQ-AR-001,HQ-AR-001,AR,Digital,digital
MOV00000694,1557,2023-03-15,Promotion,Data,Data,Data Engineering,Data Engineering,IC3,IC4,1651,1353,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000695,1274,2023-03-15,Promotion,Product,Product,Product Ops,Product Ops,IC4,M2,570,482,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000696,988,2023-03-15,Promotion,UX,UX,Product Design,Product Design,IC3,IC4,177,177,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000697,936,2023-03-15,Promotion,Data,Data,Data Engineering,Data Engineering,IC1,IC2,740,1961,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000698,1815,2023-03-15,Promotion,Data,Data,Data Science,Data Science,IC3,IC4,1557,1735,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000699,59,2023-03-15,Transfer,Strategy,People,Corporate Strategy,Learning & Development,IC2,IC2,2327,1431,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000700,208,2023-03-15,Transfer,Risk,Engineering,Fraud,Frontend,M2,M2,711,210,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000701,744,2023-03-15,Transfer,Logistics,E-commerce,Reverse Logistics,Checkout,M2,M2,833,1489,DC-BR-006,HQ-BR-001,BR,Digital,digital
MOV00000702,1212,2023-03-15,Transfer,Procurement,Logistics,Supplier Management,Transportation,IC2,IC2,319,1713,DC-BR-002,DC-BR-005,BR,Supply Chain,supply
MOV00000703,2327,2023-03-15,Transfer,Strategy,Store Operations,PMO,Security,IC3,IC3,1476,1152,HQ-BR-001,STORE-BR-037,BR,Retail,retail_ops
MOV00000704,2456,2023-03-15,Transfer,Store Operations,Store Operations,Security,Stockroom,IC1,IC1,1707,1281,STORE-BR-007,STORE-BR-006,BR,Retail,retail_ops
MOV00000705,2141,2023-03-15,Lateral Move,Planning,Store Operations,Supply Planning,Security,IC1,IC1,2496,2167,DC-AR-001,STORE-AR-003,AR,Retail,retail_ops
MOV00000706,576,2023-04-15,Reorganization,Finance,People,FP&A,HR Business Partner,IC3,IC3,566,2486,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000707,2577,2023-04-15,Reorganization,Visual Merchandising,Store Operations,Merchandising,Store Management,IC1,IC1,2402,1686,STORE-MX-010,STORE-MX-010,MX,Retail,retail_ops
MOV00000708,858,2023-04-15,Reorganization,Customer Operations,Store Operations,Returns,Cashier,IC1,IC1,11,2188,SITE-BR-003,SITE-BR-003,BR,Retail,retail_ops
MOV00000709,1493,2023-04-15,Reorganization,Sales,Customer Service,Floor Sales,Escalations,IC2,IC2,1629,2377,STORE-BR-042,STORE-BR-042,BR,Customer,customer
MOV00000710,1919,2023-04-15,Reorganization,Procurement,Customer Experience,Contracts,Voice of Customer,IC1,IC1,215,976,HQ-BR-001,HQ-BR-001,BR,Customer,customer
MOV00000711,2432,2023-04-15,Reorganization,Regional Operations,Visual Merchandising,Region South,Store Design,IC3,IC3,1390,2381,STORE-BR-003,STORE-BR-003,BR,Retail,retail_ops
MOV00000712,1658,2023-04-15,Reorganization,Planning,Sales,Demand Planning,Floor Sales,IC1,IC1,1674,2342,DC-BR-002,DC-BR-002,BR,Retail,retail_ops
MOV00000713,2547,2023-04-15,Reorganization,Customer Experience,Regional Operations,Voice of Customer,Region South,IC1,IC1,840,1369,SITE-BR-001,SITE-BR-001,BR,Retail,retail_ops
MOV00000714,160,2023-04-15,Reorganization,Visual Merchandising,Distribution Centers,Merchandising,Outbound,M1,M1,1426,335,STORE-BR-035,STORE-BR-035,BR,Supply Chain,supply
MOV00000715,1682,2023-04-15,Reorganization,Data & Analytics,Finance,Data Governance,Treasury,M3,M3,687,2022,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000716,2548,2023-04-15,Reorganization,Customer Experience,Customer Service,Voice of Customer,Escalations,IC1,IC1,1801,2325,SITE-MX-001,SITE-MX-001,MX,Customer,customer
MOV00000717,2241,2023-04-15,Reorganization,Sales,Sales,Floor Sales,Floor Sales,IC1,IC1,820,1856,STORE-AR-008,STORE-AR-008,AR,Retail,retail_ops
MOV00000718,1886,2023-04-15,Reorganization,Procurement,Customer Service,Supplier Management,Chat,IC3,IC3,899,1352,DC-AR-001,DC-AR-001,AR,Customer,customer
MOV00000719,1986,2023-04-15,Reorganization,Customer Service,Distribution Centers,Contact Center,Inbound,IC1,IC1,1930,2311,SITE-CO-001,SITE-CO-001,CO,Supply Chain,supply
MOV00000720,1094,2023-04-15,Reorganization,Customer Service,Procurement,Escalations,Supplier Management,IC2,IC2,1352,2493,SITE-AR-001,SITE-AR-001,AR,Supply Chain,supply
MOV00000721,1502,2023-04-15,Reorganization,Visual Merchandising,Regional Operations,Merchandising,Region South,IC1,IC1,1908,2559,STORE-BR-038,STORE-BR-038,BR,Retail,retail_ops
MOV00000722,2308,2023-04-15,Reorganization,Distribution Centers,Store Operations,Outbound,Security,IC1,IC1,770,2592,DC-BR-003,DC-BR-003,BR,Retail,retail_ops
MOV00000723,2505,2023-04-15,Reorganization,Regional Operations,Distribution Centers,Region South,Inbound,IC1,IC1,2413,770,STORE-BR-025,STORE-BR-025,BR,Supply Chain,supply
MOV00000724,2072,2023-04-15,Reorganization,Visual Merchandising,E-commerce,Merchandising,Checkout,IC2,IC2,2565,2537,STORE-BR-010,STORE-BR-010,BR,Digital,digital
MOV00000725,1257,2023-04-15,Reorganization,Customer Operations,Procurement,Order Support,Supplier Management,IC2,IC2,946,1444,SITE-BR-004,SITE-BR-004,BR,Supply Chain,supply
MOV00000726,760,2023-04-15,Reorganization,Digital Marketing,Store Operations,Lifecycle,Stockroom,IC3,IC3,1471,1152,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000727,517,2023-04-15,Reorganization,Sales,Sales,Floor Sales,Key Accounts,IC3,IC3,721,1379,STORE-BR-030,STORE-BR-030,BR,Retail,retail_ops
MOV00000728,2165,2023-04-15,Reorganization,Procurement,Sales,Sourcing,Key Accounts,IC1,IC1,1993,2604,DC-AR-001,DC-AR-001,AR,Retail,retail_ops
MOV00000729,1798,2023-04-15,Reorganization,Regional Operations,Procurement,Region South,Supplier Management,IC1,IC1,1372,1834,STORE-CL-006,STORE-CL-006,CL,Supply Chain,supply
MOV00000730,1179,2023-04-15,Reorganization,Customer Operations,Regional Operations,Order Support,Region Southeast,IC1,IC1,1050,2413,SITE-BR-001,SITE-BR-001,BR,Retail,retail_ops
MOV00000731,2534,2023-04-15,Reorganization,Store Operations,Customer Experience,Cashier,Voice of Customer,IC1,IC1,2346,839,STORE-CL-001,STORE-CL-001,CL,Customer,customer
MOV00000732,139,2023-04-15,Reorganization,Regional Operations,Sales,Region North,Floor Sales,IC2,IC2,27,1437,STORE-BR-040,STORE-BR-040,BR,Retail,retail_ops
MOV00000733,785,2023-04-15,Reorganization,People,Data & Analytics,People Analytics,Data Governance,IC3,IC3,1074,1387,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000734,690,2023-04-15,Reorganization,Logistics,Store Operations,Reverse Logistics,Cashier,IC2,IC2,1172,760,DC-BR-003,DC-BR-003,BR,Retail,retail_ops
MOV00000735,2391,2023-04-15,Reorganization,Procurement,Customer Service,Indirect Procurement,Escalations,IC3,IC3,1168,1927,HQ-BR-001,HQ-BR-001,BR,Customer,customer
MOV00000736,701,2023-04-15,Reorganization,Sales,Visual Merchandising,Key Accounts,Store Design,IC1,IC1,128,207,STORE-BR-023,STORE-BR-023,BR,Retail,retail_ops
MOV00000737,183,2023-04-15,Reorganization,People,Regional Operations,Talent Acquisition,Region Southeast,IC4,IC4,327,406,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000738,94,2023-04-15,Reorganization,Risk,Visual Merchandising,Risk Management,Merchandising,IC1,IC1,117,272,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000739,898,2023-04-15,Reorganization,Store Operations,Procurement,Security,Supplier Management,IC3,IC3,1191,2493,STORE-AR-001,STORE-AR-001,AR,Supply Chain,supply
MOV00000740,433,2023-04-15,Reorganization,Data,Planning,Data Engineering,Supply Planning,M2,M2,482,833,HQ-BR-001,HQ-BR-001,BR,Supply Chain,supply
MOV00000741,281,2023-04-15,Reorganization,Marketing,Regional Operations,Performance,Region North,M2,M2,2134,2596,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000742,1083,2023-04-15,Reorganization,Planning,Marketplace Operations,Demand Planning,Quality,IC1,IC1,2351,2136,DC-BR-006,DC-BR-006,BR,Marketplace,digital
MOV00000743,214,2023-04-15,Reorganization,Engineering,Distribution Centers,SRE,Inbound,IC1,IC1,1368,1743,HQ-BR-001,HQ-BR-001,BR,Supply Chain,supply
MOV00000744,1051,2023-04-15,Reorganization,Visual Merchandising,Customer Operations,Merchandising,Order Support,IC1,IC1,959,786,STORE-CO-006,STORE-CO-006,CO,Customer,customer
MOV00000745,2605,2023-04-15,Reorganization,Logistics,Regional Operations,Reverse Logistics,Region North,IC1,IC1,1073,2588,DC-BR-006,DC-BR-006,BR,Retail,retail_ops
MOV00000746,2127,2023-04-15,Reorganization,Store Operations,Visual Merchandising,Cashier,Merchandising,IC1,IC1,898,2123,STORE-AR-008,STORE-AR-008,AR,Retail,retail_ops
MOV00000747,1274,2023-04-15,Reorganization,Product,Risk,Product Ops,Fraud,M2,M2,482,1510,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000748,1513,2023-04-15,Reorganization,Engineering,Product,Mobile,Product Ops,IC4,IC4,929,570,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000749,2508,2023-04-15,Reorganization,Regional Operations,Procurement,Region Southeast,Sourcing,IC1,IC1,101,1612,STORE-BR-006,STORE-BR-006,BR,Supply Chain,supply
MOV00000750,2122,2023-04-15,Reorganization,Visual Merchandising,Visual Merchandising,Store Design,Merchandising,IC5,IC5,2055,2137,STORE-AR-010,STORE-AR-010,AR,Retail,retail_ops
MOV00000751,2138,2023-04-15,Reorganization,Store Operations,Procurement,Stockroom,Sourcing,IC2,IC2,2105,898,STORE-AR-001,STORE-AR-001,AR,Supply Chain,supply
MOV00000752,411,2023-04-15,Reorganization,Customer Experience,Store Operations,Voice of Customer,Store Management,IC2,IC2,1638,2327,SITE-BR-001,SITE-BR-001,BR,Retail,retail_ops
MOV00000753,1644,2023-04-15,Reorganization,Planning,Visual Merchandising,Supply Planning,Merchandising,M1,M1,246,1426,DC-BR-002,DC-BR-002,BR,Retail,retail_ops
MOV00000754,2425,2023-04-15,Reorganization,E-commerce,Visual Merchandising,Catalog,Merchandising,IC4,IC4,851,1644,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000755,2315,2023-04-15,Reorganization,Store Operations,Logistics,Stockroom,Reverse Logistics,IC1,IC1,1956,1073,STORE-BR-006,STORE-BR-006,BR,Supply Chain,supply
MOV00000756,1761,2023-04-15,Reorganization,Store Operations,People,Store Management,HR Business Partner,IC1,IC1,1742,76,STORE-BR-036,STORE-BR-036,BR,Corporate,corporate
MOV00000757,2153,2023-04-15,Reorganization,Seller Management,Regional Operations,Seller Growth,Region South,IC2,IC2,2004,2258,HQ-AR-001,HQ-AR-001,AR,Retail,retail_ops
MOV00000758,580,2023-04-15,Reorganization,Store Operations,Sales,Store Management,Key Accounts,IC1,IC1,375,1856,STORE-AR-006,STORE-AR-006,AR,Retail,retail_ops
MOV00000759,2299,2023-04-15,Reorganization,Risk,E-commerce,Fraud,Checkout,IC1,IC1,957,2072,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000760,1050,2023-04-15,Reorganization,Customer Operations,Planning,Order Support,Supply Planning,IC2,IC2,448,2470,SITE-BR-003,SITE-BR-003,BR,Supply Chain,supply
MOV00000761,1785,2023-04-15,Reorganization,Visual Merchandising,Regional Operations,Store Design,Region North,IC1,IC1,1238,101,STORE-BR-044,STORE-BR-044,BR,Retail,retail_ops
MOV00000762,430,2023-04-15,Reorganization,Procurement,Sales,Supplier Management,Key Accounts,IC2,IC2,319,21,DC-BR-005,DC-BR-005,BR,Retail,retail_ops
MOV00000763,2268,2023-04-15,Reorganization,E-commerce,Visual Merchandising,Storefront,Store Design,IC2,IC2,787,2565,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000764,592,2023-04-15,Reorganization,Customer Service,Customer Operations,Contact Center,Returns,M1,M1,196,448,SITE-BR-002,SITE-BR-002,BR,Customer,customer
MOV00000765,882,2023-04-15,Reorganization,Sales,Digital Marketing,Floor Sales,Lifecycle,IC2,IC2,138,1941,STORE-BR-043,STORE-BR-043,BR,Digital,digital
MOV00000766,2330,2023-04-15,Reorganization,Visual Merchandising,Customer Experience,Merchandising,Voice of Customer,IC1,IC1,2402,1801,STORE-MX-011,STORE-MX-011,MX,Customer,customer
MOV00000767,1182,2023-04-15,Reorganization,Visual Merchandising,Marketplace Operations,Merchandising,Onboarding,IC2,IC2,960,2194,STORE-BR-027,STORE-BR-027,BR,Marketplace,digital
MOV00000768,2130,2023-04-15,Reorganization,Distribution Centers,Regional Operations,Inventory,Region Southeast,IC1,IC1,1743,101,DC-BR-006,DC-BR-006,BR,Retail,retail_ops
MOV00000769,2144,2023-04-15,Reorganization,Distribution Centers,Regional Operations,Outbound,Region North,IC1,IC1,1952,2117,DC-AR-001,DC-AR-001,AR,Retail,retail_ops
MOV00000770,2110,2023-04-15,Reorganization,Store Operations,Store Operations,Security,Store Management,IC1,IC1,898,2167,STORE-AR-004,STORE-AR-004,AR,Retail,retail_ops
MOV00000771,2113,2023-04-15,Reorganization,Store Operations,Strategy,Store Management,M&A,M1,M1,1564,539,STORE-BR-025,STORE-BR-025,BR,Corporate,corporate
MOV00000772,1520,2023-04-15,Reorganization,Store Operations,Visual Merchandising,Store Management,Merchandising,IC2,IC2,1085,1113,STORE-CL-004,STORE-CL-004,CL,Retail,retail_ops
MOV00000773,2265,2023-04-15,Reorganization,Visual Merchandising,Sales,Store Design,Key Accounts,IC2,IC2,365,375,STORE-AR-005,STORE-AR-005,AR,Retail,retail_ops
MOV00000774,904,2023-04-15,Reorganization,Data & Analytics,Visual Merchandising,Business Intelligence,Store Design,M1,M1,687,1426,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000775,2456,2023-04-15,Reorganization,Store Operations,Digital Marketing,Stockroom,SEO,IC1,IC1,1281,588,STORE-BR-006,STORE-BR-006,BR,Digital,digital
MOV00000776,863,2023-04-15,Reorganization,Procurement,Store Operations,Sourcing,Store Management,M3,M3,10,700,DC-BR-004,DC-BR-004,BR,Retail,retail_ops
MOV00000777,2486,2023-04-15,Reorganization,People,Logistics,Talent Acquisition,Last Mile,IC4,IC4,1890,29,HQ-BR-001,HQ-BR-001,BR,Supply Chain,supply
MOV00000778,1422,2023-04-15,Reorganization,Customer Experience,Procurement,Voice of Customer,Sourcing,IC3,IC3,1918,1918,SITE-CO-001,SITE-CO-001,CO,Supply Chain,supply
MOV00000779,2064,2023-04-15,Reorganization,Customer Service,Digital Marketing,Escalations,Paid Media,IC1,IC1,1332,1876,SITE-BR-002,SITE-BR-002,BR,Digital,digital
MOV00000780,1418,2023-04-15,Reorganization,Logistics,People,Reverse Logistics,Talent Acquisition,IC1,IC1,69,156,DC-BR-004,DC-BR-004,BR,Corporate,corporate
MOV00000781,920,2023-04-15,Reorganization,E-commerce,Visual Merchandising,Checkout,Merchandising,IC1,IC1,245,2606,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000782,1772,2023-04-15,Reorganization,Sales,Visual Merchandising,Floor Sales,Merchandising,IC1,IC1,1763,207,STORE-BR-043,STORE-BR-043,BR,Retail,retail_ops
MOV00000783,1999,2023-04-15,Reorganization,People,Visual Merchandising,Talent Acquisition,Store Design,IC3,IC3,183,2425,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000784,1567,2023-04-15,Reorganization,Regional Operations,Distribution Centers,Region North,Inbound,IC1,IC1,1203,1952,STORE-AR-010,STORE-AR-010,AR,Supply Chain,supply
MOV00000785,2531,2023-04-15,Reorganization,Customer Service,Sales,Chat,Key Accounts,M2,M2,1429,872,SITE-BR-001,SITE-BR-001,BR,Retail,retail_ops
MOV00000786,2217,2023-04-15,Reorganization,Regional Operations,Marketplace Operations,Region South,Onboarding,M1,M1,1620,2521,STORE-BR-019,STORE-BR-019,BR,Marketplace,digital
MOV00000787,2492,2023-04-15,Reorganization,Visual Merchandising,Store Operations,Store Design,Stockroom,IC1,IC1,1670,1281,STORE-BR-009,STORE-BR-009,BR,Retail,retail_ops
MOV00000788,1325,2023-04-15,Reorganization,Regional Operations,Strategy,Region South,M&A,IC2,IC2,773,55,STORE-BR-018,STORE-BR-018,BR,Corporate,corporate
MOV00000789,899,2023-04-15,Reorganization,Procurement,Store Operations,Sourcing,Store Management,M3,M3,833,2541,DC-AR-001,DC-AR-001,AR,Retail,retail_ops
MOV00000790,272,2023-04-15,Reorganization,Visual Merchandising,Product,Merchandising,Product Ops,IC2,IC2,2594,1042,STORE-BR-003,STORE-BR-003,BR,Digital,digital
MOV00000791,1073,2023-04-15,Reorganization,Logistics,Planning,Transportation,Demand Planning,IC2,IC2,1001,2470,DC-BR-005,DC-BR-005,BR,Supply Chain,supply
MOV00000792,1306,2023-04-15,Reorganization,Legal,Planning,Compliance,Supply Planning,IC2,IC2,1164,1929,HQ-BR-001,HQ-BR-001,BR,Supply Chain,supply
MOV00000793,2101,2023-04-15,Reorganization,Data,Sales,Analytics Engineering,Key Accounts,IC2,IC2,1815,138,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000794,2382,2023-04-15,Reorganization,Distribution Centers,Procurement,Inbound,Supplier Management,IC1,IC1,1906,1434,DC-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000795,1550,2023-04-15,Reorganization,Procurement,Regional Operations,Supplier Management,Region South,IC1,IC1,804,174,DC-BR-004,DC-BR-004,BR,Retail,retail_ops
MOV00000796,1275,2023-04-15,Reorganization,Sales,Customer Operations,Floor Sales,Order Support,IC2,IC2,375,2437,STORE-AR-004,STORE-AR-004,AR,Customer,customer
